urun_id,isim,marka,kategori,gozlem_sayisi,ortalama_fiyat,medyan_fiyat,min_fiyat,max_fiyat,fiyat_std,ortalama_indirim,medyan_indirim,max_indirim,indirim_std,indirimli_gun_orani,kampanyali_gun_orani,farkli_kampanya_sayisi,yorum_sayisi,begeni_sayi,ilk_fiyat,son_fiyat,fiyat_araligi,fiyat_araligi_orani,fiyat_degisim_orani,populerlik_skoru,log_ortalama_fiyat,cluster,cluster_adi
10407252,Maruderm Leke Karşıtı ve Beyazlatıcı Cilt Bakım Serumu 30 ml,Maruderm,Cilt Bakım,13,269.2307692307692,280.0,210.0,350.0,38.82901373576604,61.53846153846154,60.0,70.0,5.547001962252295,1.0,0.38461538461538464,1,46,13000.0,280.0,350.0,140.0,0.5,0.25,13.322929158272228,5.59927629480429,0,Sürekli İndirimli Ana Katalog Ürünleri
10413422,Urban Care Hyaluronic Acid & Collagen Kuru ve Cansız Saçlara Özel Sıvı Saç Kremi 200 ml,Urban,Saç Bakım,12,166.83333333333334,169.0,156.0,169.0,5.060243137049894,67.91666666666667,67.5,70.0,0.9731236802019037,1.0,0.3333333333333333,1,37,12000.0,169.0,169.0,13.0,0.07692307692307693,0.0,13.030331418357827,5.122971423490507,0,Sürekli İndirimli Ana Katalog Ürünleri
10413423,Urban Care Hyaluronic Acid & Collagen Kuru ve Cansız Saçlara Özel Durulanmayan Saç Bakım Kremi 150 ml,Urban,Saç Bakım,6,217.5,225.0,180.0,225.0,18.371173070873837,51.666666666666664,50.0,60.0,4.08248290463863,1.0,0.16666666666666666,1,11,5000.0,180.0,225.0,45.0,0.2,0.25,11.002299821206904,5.3867860145356445,0,Sürekli İndirimli Ana Katalog Ürünleri
10413425,Urban Care Hyaluronic Acid & Collagen Kuru ve Cansız Saçlara Özel Duş Öncesi Saç Bakım Maskesi 50 ml,Urban,Saç Bakım,11,66.36363636363636,75.0,45.0,75.0,12.468141218904503,56.3,50.0,70.0,8.099382692526635,1.0,0.2727272727272727,1,28,8000.0,60.0,75.0,30.0,0.4,0.25,12.3546176428366,4.210105352497716,0,Sürekli İndirimli Ana Katalog Ürünleri
10415806,Orien Active Tıraş Sonrası Kolonya 200 ml,Orien,Erkek Bakım,12,92.04166666666667,105.0,34.5,119.0,27.05504350001823,33.81666666666667,24.5,75.2,19.46002117785138,1.0,0.25,1,28,2000.0,105.0,119.0,84.5,0.8047619047619048,0.13333333333333333,10.968698164570208,4.5330474214922125,0,Sürekli İndirimli Ana Katalog Ürünleri
10415807,Orien Bohem Tıraş Sonrası Kolonya 200 ml,Orien,Erkek Bakım,13,98.46153846153847,105.0,55.5,119.0,19.452357974529225,29.200000000000003,24.5,60.1,13.992736210858357,1.0,0.15384615384615385,1,11,1000.0,105.0,119.0,63.5,0.6047619047619047,0.13333333333333333,9.39366142910322,4.599771021310321,0,Sürekli İndirimli Ana Katalog Ürünleri
10418869,Head & Shoulders Derinlemesine Temiz Saç Derisi Detoksu Kepeğe Karşı Etkili Şampuan 300 ml,Head,Saç Bakım,10,155.65,159.5,82.5,189.0,34.53504661129683,50.029999999999994,47.55,70.2,9.598269519959201,1.0,0.2,1,17,2000.0,110.5,189.0,106.5,0.6677115987460815,0.7104072398190046,10.491774092479897,5.054014017398201,0,Sürekli İndirimli Ana Katalog Ürünleri
10418870,Head & Shoulders Derinlemesine Temiz Yağlanma Kontrolü Kepeğe Karşı Etkili Şampuan 300 ml,Head,Saç Bakım,11,156.0,159.5,82.5,189.0,32.783379935571006,49.32727272727273,42.3,70.2,9.399264961590447,1.0,0.18181818181818182,1,16,2000.0,159.5,189.0,106.5,0.6677115987460815,0.18495297805642633,10.43461567863995,5.056245805348308,0,Sürekli İndirimli Ana Katalog Ürünleri
10418871,Head & Shoulders Derinlemesine Temiz Kaşıntı Giderici Kepeğe Karşı Etkili Şampuan 300 ml,Head,Saç Bakım,10,160.55,159.5,82.5,189.0,30.677941767842103,48.26,42.3,70.2,9.178259336303615,1.0,0.1,1,38,3000.0,159.5,189.0,106.5,0.6677115987460815,0.18495297805642633,11.670262491570014,5.084814692270507,0,Sürekli İndirimli Ana Katalog Ürünleri
10421105,Show by Pastel Show Your Power Likit Mat Ruj 601,Show,Makyaj,13,228.30769230769232,246.5,147.5,307.0,44.59098304849052,56.16153846153846,50.1,70.1,7.694753457339016,1.0,0.3076923076923077,1,7,2000.0,197.0,307.0,159.5,0.6470588235294118,0.5583756345177665,9.68084387626357,5.4350647362165345,0,Sürekli İndirimli Ana Katalog Ürünleri
10421107,Show by Pastel Show Your Power Likit Mat Ruj 607,Show,Makyaj,11,229.5,246.5,147.5,307.0,47.469463868891545,56.372727272727275,50.1,70.1,8.107538579506222,1.0,0.2727272727272727,1,5,2000.0,246.5,307.0,159.5,0.6470588235294118,0.24543610547667344,9.393161803811788,5.440250862436703,0,Sürekli İndirimli Ana Katalog Ürünleri
10421108,Show by Pastel Show Your Power Likit Mat Ruj 608,Show,Makyaj,11,234.0,246.5,147.5,307.0,40.795833120552885,55.45454545454545,50.1,70.1,6.875807390607102,1.0,0.2727272727272727,1,3,1000.0,197.0,307.0,159.5,0.6470588235294118,0.5583756345177665,8.295049140435111,5.459585514144159,0,Sürekli İndirimli Ana Katalog Ürünleri
10421109,Show by Pastel Show Your Power Likit Mat Ruj 603,Show,Makyaj,10,241.55,246.5,197.0,246.5,15.653274417833476,52.98,50.0,60.0,4.798333043880969,1.0,0.1,1,15,3000.0,246.5,246.5,49.5,0.20081135902636918,0.0,10.779289567680149,5.491207874691225,0,Sürekli İndirimli Ana Katalog Ürünleri
10421110,Show by Pastel Show Your Power Likit Mat Ruj 604,Show,Makyaj,11,228.5,246.5,147.5,246.5,33.37289319193048,55.445454545454545,50.0,70.1,6.883656533611135,1.0,0.2727272727272727,1,10,3000.0,197.0,246.5,99.0,0.40162271805273836,0.2512690355329949,10.404596118238738,5.4359030295006,0,Sürekli İndirimli Ana Katalog Ürünleri
10421111,Show by Pastel Show Your Power Likit Mat Ruj 605,Show,Makyaj,11,238.5,246.5,147.5,307.0,38.99679474008088,54.54545454545455,50.0,70.1,6.875807390607102,1.0,0.18181818181818182,1,11,3000.0,246.5,307.0,159.5,0.6470588235294118,0.24543610547667344,10.491607495228367,5.4785534168509695,0,Sürekli İndirimli Ana Katalog Ürünleri
10421113,Note Deep Impact Lipstick 10,Note Cosmetics,Makyaj,11,185.45454545454547,200.0,120.0,200.0,32.36159339823561,53.63636363636363,50.0,70.0,8.090398349558903,1.0,0.18181818181818182,1,5,1000.0,200.0,200.0,80.0,0.4,0.0,8.700514248543275,5.2281874852740104,0,Sürekli İndirimli Ana Katalog Ürünleri
10421114,Note Deep Impact Lipstick 13,Note Cosmetics,Makyaj,10,175.7,199.5,119.5,200.0,33.890509979442136,56.010000000000005,50.05,70.1,8.50443675056993,1.0,0.4,1,17,7000.0,159.5,199.0,80.5,0.40350877192982454,0.2476489028213166,11.744180032873363,5.174453379325651,0,Sürekli İndirimli Ana Katalog Ürünleri
10421115,Pastel Day Long Lipcolor Kissproof Ruj No:44,Pastel,Makyaj,11,338.54545454545456,349.5,279.5,399.0,34.39509743077823,53.309090909090905,50.0,60.0,4.682404199864541,1.0,0.2727272727272727,1,7,1000.0,279.5,399.0,119.5,0.3419170243204578,0.4275491949910555,8.988196320995057,5.827607824768547,0,Sürekli İndirimli Ana Katalog Ürünleri
10421116,Pastel Day Long Lipcolor Kissproof Ruj No:45,Pastel,Makyaj,11,322.1818181818182,349.5,209.5,399.0,61.92021993148632,55.7,50.1,70.0,7.886697661252142,1.0,0.2727272727272727,1,10,2000.0,279.5,399.0,189.5,0.542203147353362,0.4275491949910555,9.999297607382104,5.7782150694389705,0,Sürekli İndirimli Ana Katalog Ürünleri
10422842,Rexona Men Clinical Protection Erkek Sprey Deodorant Confidence 150 ml,Rexona,Erkek Bakım,13,205.76923076923077,219.0,109.0,279.0,41.69962798825639,48.03846153846154,44.7,72.5,10.540836341070417,1.0,0.9230769230769231,2,20,3000.0,109.0,279.0,170.0,0.776255707762557,1.5596330275229358,11.05122328316379,5.331603344181503,0,Sürekli İndirimli Ana Katalog Ürünleri
10422848,Bioxcin Quantum Bio-Activ Serum 15 x 6 ml,Bioxcin,Saç Bakım,10,855.45,929.0,559.5,929.0,128.8462585150742,54.14,50.2,70.0,6.90317157383313,1.0,0.3,1,14,3000.0,746.0,929.0,369.5,0.3977395048439182,0.2453083109919571,10.714751046542577,6.752795938943994,0,Sürekli İndirimli Ana Katalog Ürünleri
10422852,Bioxcin Siyah Sarımsak Şampuan 300 ml,Bioxcin,Saç Bakım,13,226.07692307692307,249.0,149.5,249.0,38.58963923659116,54.684615384615384,50.1,70.0,7.717927847318233,1.0,0.3076923076923077,1,19,3000.0,199.5,249.0,99.5,0.39959839357429716,0.24812030075187969,11.002433118994357,5.425288828258826,0,Sürekli İndirimli Ana Katalog Ürünleri
10422853,Bioxcin Biotin Şampuan 300 ml,Bioxcin,Saç Bakım,10,229.15,249.0,149.5,249.0,34.737947550193574,54.07000000000001,50.1,70.0,6.947589510038714,1.0,0.3,1,10,3000.0,199.5,249.0,99.5,0.39959839357429716,0.24812030075187969,10.404596118238738,5.438731270263251,0,Sürekli İndirimli Ana Katalog Ürünleri
10422874,Calvin Klein Euphoria Erkek Deodorant Stick 75 gr,Calvin,Erkek Bakım,8,1263.375,1330.0,1063.5,1330.0,123.36552829469247,52.5,50.0,60.0,4.6291004988627575,1.0,0.25,1,0,81.0,1330.0,1330.0,266.5,0.20037593984962407,0.0,4.406719247264253,7.14233320792201,0,Sürekli İndirimli Ana Katalog Ürünleri
10423740,Naturagen Collagen Gurme 150 gr,Naturagen,Hijyen & Bakım,11,299.0,299.0,299.0,299.0,0.0,61.4,61.4,61.4,0.0,1.0,0.0,0,7,616.0,299.0,299.0,0.0,0.0,0.0,8.504310565585223,5.703782474656201,1,Stabil ve Düşük Kampanyalı Ürünler
