urun_id,lag_1w_indirim,lag_2w_indirim,lag_3w_indirim,rolling_std_indirim,max_indirim_train,indirimli_gun_orani,kampanyali_gun_orani,gozlem_sayisi,kategori_x,cluster,cluster_adi,kategori_enc,tahmini_indirim,isim,marka,kategori_y,kategori
10000049,20.4,20.4,40.25,0.0,60.1,1.0,1.0,15,Saç Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,12,27.70154533552632,Palette Deluxe Saç Boyası 1-1 Gece Mavisi,Palette,Saç Bakım,Saç Bakım
10000236,0.0,0.0,,0.0,60.1,0.1,1.0,10,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,9.779388092068608,Kalyon Tırnak Besleyici,Kalyon,Makyaj,Makyaj
10000237,0.0,0.0,,0.0,70.1,0.2,1.0,10,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,7.226940263828227,Kalyon Oje Kurutucu Sprey,Kalyon,Makyaj,Makyaj
10000240,0.0,,60.1,0.0,60.1,0.125,1.0,8,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,13.428176578417064,Kalyon Bakım Yağı,Kalyon,Makyaj,Makyaj
10000241,0.0,,30.1,0.0,70.3,0.2727272727272727,1.0,11,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,0.603521546162171,Kalyon Oje Çözücü,Kalyon,Makyaj,Makyaj
10000242,0.0,0.0,,0.0,60.1,0.09090909090909091,1.0,11,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,8.956254550773302,Kalyon Tırnak Eti Temizleyici,Kalyon,Makyaj,Makyaj
10000349,44.85,39.7,49.900000000000006,5.946707772653144,60.1,1.0,1.0,13,Anne & Bebek,0,Sürekli İndirimli Ana Katalog Ürünleri,0,48.03195463002056,Sebamed Pişik Önleyici Krem 100 ml,Sebamed,Anne & Bebek,Anne & Bebek
10000368,50.0,,60.0,0.0,70.0,0.5,1.0,10,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,35.333484453246726,Flormar Nail Enamel Yoğun Pigmentli Oje 352 Blackstar Red,Flormar,Makyaj,Makyaj
10000369,33.333333333333336,,30.0,28.867513459481287,70.0,0.42857142857142855,1.0,14,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,23.842332971402616,Flormar Nail Enamel Yoğun Pigmentli Oje 385 Red Velvet,Flormar,Makyaj,Makyaj
10000501,20.1,20.1,40.05,0.0,60.0,1.0,1.0,13,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,28.408254881345897,Rocs Kids 3-7 Yaş Meyve Külahı Çocuk Diş Macunu 45 gr,Rocs,Hijyen & Bakım,Hijyen & Bakım
10000575,46.800000000000004,,50.2,11.085125168440817,60.1,1.0,1.0,13,Saç Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,12,43.63371228101152,Taft Powerful Age Saç Spreyi 250 ml,Taft,Saç Bakım,Saç Bakım
10001019,50.03333333333333,50.0,55.0,0.05000000000000071,70.0,0.9285714285714286,1.0,14,Makyaj,0,Sürekli İndirimli Ana Katalog Ürünleri,9,50.156779582113685,Flormar Dipliner Black-Classic Likit,Flormar,Makyaj,Makyaj
10001021,57.03333333333333,60.5,55.0,5.199999999999999,70.0,1.0,1.0,14,Makyaj,0,Sürekli İndirimli Ana Katalog Ürünleri,9,54.5229458685229,Pastel Matte Waterproof Long Lasting Eyeliner 320,Pastel,Makyaj,Makyaj
10001023,25.0,,30.0,35.35533905932738,70.0,0.3076923076923077,1.0,13,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,22.92672350991887,Flormar Nail Enamel Yoğun Pigmentli Oje 417 Steel Gray,Flormar,Makyaj,Makyaj
10001273,43.699999999999996,45.3,45.3,2.3999999999999986,45.3,1.0,1.0,9,Duş & Banyo,1,Stabil ve Düşük Kampanyalı Ürünler,2,44.060010166923405,Dalan Antique Daphne (Antik Defne) Sabun 150 gr,Dalan,Duş & Banyo,Duş & Banyo
10001354,46.666666666666664,50.0,55.0,5.0,60.0,1.0,1.0,15,Güneş Ürünleri,0,Sürekli İndirimli Ana Katalog Ürünleri,6,48.90242465748913,Nivea Sun SPF50 Güneş Koruyucu ve Ferahlık Vücut Spreyi 200 ml,Nivea,Güneş Ürünleri,Güneş Ürünleri
10001399,23.399999999999995,23.4,41.75,0.0,60.1,1.0,1.0,14,Parfüm & Deodorant,0,Sürekli İndirimli Ana Katalog Ürünleri,11,29.320341491868813,Rexona Kadın Sprey Deodorant Invisible 72 Saat Kesintisiz Koruma 150 ml,Rexona,Parfüm & Deodorant,Parfüm & Deodorant
10001400,36.199999999999996,,60.1,22.17025033688163,61.8,1.0,1.0,13,Erkek Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,4,36.46732762281495,Rexona Men Erkek Sprey Deodorant Invisible Ice Fresh 72 Saat Kesintisiz Koruma 150 ml,Rexona,Erkek Bakım,Erkek Bakım
10001423,40.2,40.2,50.150000000000006,0.0,70.1,1.0,1.0,13,Cilt Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,1,40.73774764049702,Neutrogena Canlandırıcı Günlük Peeling Jel 150 ml,Neutrogena,Cilt Bakım,Cilt Bakım
10001424,62.4,62.4,62.4,0.0,70.1,1.0,1.0,13,Cilt Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,1,56.326626971840966,Neutrogena Canlandırıcı Yüz Temizleme Jeli 200 ml,Neutrogena,Cilt Bakım,Cilt Bakım
10001720,30.0,30.0,45.0,0.0,60.0,1.0,1.0,9,Duş & Banyo,0,Sürekli İndirimli Ana Katalog Ürünleri,2,30.308469895034623,Dermapeel Doğal İpek Banyo Kesesi,Dermapeel,Duş & Banyo,Duş & Banyo
10001722,30.0,30.0,45.0,0.0,60.0,1.0,1.0,9,Duş & Banyo,0,Sürekli İndirimli Ana Katalog Ürünleri,2,30.308469895034623,Dermapeel Orta Banyo Kesesi,Dermapeel,Duş & Banyo,Duş & Banyo
10001723,30.0,30.0,45.0,0.0,60.0,1.0,1.0,11,Duş & Banyo,0,Sürekli İndirimli Ana Katalog Ürünleri,2,30.44096983792633,Dermapeel Kalın Banyo Kesesi,Dermapeel,Duş & Banyo,Duş & Banyo
10001854,40.0,40.0,50.0,0.0,60.0,1.0,1.0,11,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,43.23010060551522,Solingen Ayak Törpüsü 7159,Solingen,Kişisel Bakım,Kişisel Bakım
10001892,33.666666666666664,34.8,47.4,1.6999999999999993,60.0,1.0,1.0,14,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,34.822462766168854,Colgate Çocuk 5+ Ekstra Yumuşak Diş Fırçası (Asortili),Colgate,Hijyen & Bakım,Hijyen & Bakım
10001896,15.199999999999998,15.2,,0.0,60.0,1.0,1.0,9,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,14.663480519053678,Listerine Ağız Gargarası Nane Aromalı 250 ml,Listerine,Hijyen & Bakım,Hijyen & Bakım
10001898,15.199999999999998,15.2,,0.0,60.1,1.0,1.0,9,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,14.781509305816433,Listerine Ağız Gargarası Nane Aromalı 500 ml,Listerine,Hijyen & Bakım,Hijyen & Bakım
10001901,29.9,29.9,,0.0,60.0,1.0,1.0,9,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,30.636575452757782,Neutrogena Nasırlaşmış Ayaklar İçin Ayak Kremi 50 ml,Neutrogena,Hijyen & Bakım,Hijyen & Bakım
10001987,30.3,30.3,30.3,0.0,60.0,1.0,1.0,9,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,30.29776268720419,Arm&Hammer Advance White Pro Diş Macunu 75 ml,Arm&Hammer,Hijyen & Bakım,Hijyen & Bakım
10001991,33.4,60.0,33.4,15.357517160444045,75.1,1.0,1.0,11,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,34.091719881297415,Laction Paris Kirpik Güçlendirici Maskara,Laction,Kişisel Bakım,Kişisel Bakım
10002151,40.1,40.1,,0.0,60.0,1.0,1.0,11,Cilt Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,1,29.53367946526942,Veet Profesyonel Yüz Ağda Bandı Normal Ciltler 20'li,Veet,Cilt Bakım,Cilt Bakım
10002160,30.1,30.1,45.05,4.351167857633658e-15,60.0,1.0,1.0,13,Erkek Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,4,30.172077576088,Okey Rötar Prezervatif 20'li,Okey,Erkek Bakım,Erkek Bakım
10002233,32.4,,60.0,0.0,60.0,1.0,1.0,11,Erkek Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,4,34.6736526936215,Gillette Clear Jel Cool Wave Antiperspirant Erkek Stick Deodorant 70 ml,Gillette,Erkek Bakım,Erkek Bakım
10002298,24.2,60.1,,20.726874663907566,60.1,1.0,1.0,9,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,28.197598938654448,Eklips Seyahat Seti 2'li SA70931,Eklips,Kişisel Bakım,Kişisel Bakım
10002299,24.2,60.1,24.2,25.38513344459706,60.1,1.0,1.0,9,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,24.992168022534425,Eklips Seyahat Seti 2'li SA70917,Eklips,Kişisel Bakım,Kişisel Bakım
10002300,20.1,60.1,40.1,23.09401076758503,60.1,1.0,1.0,11,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,29.146556591296058,Eklips Seyahat Seti Renkli Şişe 4'lü,Eklips,Kişisel Bakım,Kişisel Bakım
10002353,30.233333333333334,,42.7,8.544783984006463,70.2,1.0,1.0,9,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,31.026816255927816,Kotex Tampon Mini 16'lı,Kotex,Hijyen & Bakım,Hijyen & Bakım
10002354,30.233333333333334,,42.7,8.544783984006463,70.2,1.0,1.0,11,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,31.22942009507671,Kotex Tampon Normal 16'lı,Kotex,Hijyen & Bakım,Hijyen & Bakım
10002355,30.233333333333334,,60.1,8.544783984006463,70.2,1.0,1.0,10,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,30.82740444106175,Kotex Tampon Süper 16'lı,Kotex,Hijyen & Bakım,Hijyen & Bakım
10002408,50.05,50.1,50.1,0.05773502691896339,60.0,1.0,1.0,13,Saç Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,12,50.637288977132684,Otacı Bitkisel Saç Şekillendirici Yumuşak-Orta 150 ml,Otacı,Saç Bakım,Saç Bakım
10002409,50.06666666666666,,55.05,0.05773502691896339,60.0,1.0,1.0,9,Saç Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,12,50.23661052397581,Otacı Bitkisel Saç Şekillendirici Orta-Sert 150 ml,Otacı,Saç Bakım,Saç Bakım
10002453,50.20000000000001,,55.1,8.702335715267317e-15,70.1,1.0,1.0,11,Saç Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,12,50.222962830373234,Bioblas Procyanidin Saç Dökülmesine Karşı Anti-Stress Şampuan 360 ml,Bioblas,Saç Bakım,Saç Bakım
10002779,30.933333333333334,,31.4,0.8082903768654752,60.0,1.0,1.0,12,Parfüm & Deodorant,0,Sürekli İndirimli Ana Katalog Ürünleri,11,30.693333255950243,Tereson Terleme Önleyici Solüsyon 50 ml,Tereson,Parfüm & Deodorant,Parfüm & Deodorant
10002853,42.1,42.3,51.2,0.29999999999999716,60.1,1.0,1.0,12,Cilt Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,1,45.347703540074846,Gillette Simply Venus 2 Kullan At Kadın Tıraş Bıçağı 4'lü Paket,Gillette,Cilt Bakım,Cilt Bakım
10002854,43.300000000000004,43.5,,0.3000000000000007,60.0,1.0,1.0,11,Cilt Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,1,31.068818786243195,Gillette Venus Riviera 3 Bıçaklı Kullan At Kadın Tıraş Bıçağı 2'li,Gillette,Cilt Bakım,Cilt Bakım
10003047,0.0,0.0,,0.0,60.5,0.1,1.0,10,Süpermarket,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,13,0.19665304487179486,First Sensations Nane Aromalı Sakız 27 gr,First,Süpermarket,Süpermarket
10003048,0.0,0.0,30.25,0.0,60.5,0.2,1.0,10,Süpermarket,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,13,14.18185902653132,First Sensations Karpuz Aromalı Sakız 27 gr,First,Süpermarket,Süpermarket
10003050,0.0,0.0,60.0,0.0,60.0,0.1111111111111111,1.0,9,Süpermarket,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,13,13.491535227728068,Falım 5'li Damla Sakızı Aromalı Şekersiz Sakız 35 gr,Falım,Süpermarket,Süpermarket
10003284,,,60.0,0.0,70.0,1.0,1.0,8,Makyaj,0,Sürekli İndirimli Ana Katalog Ürünleri,9,17.7847577781315,theBalm Sexy Mama Transparan Pudra,theBalm,Makyaj,Makyaj
10003450,47.63333333333333,49.5,52.0,2.8000000000000007,60.1,1.0,1.0,13,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,49.86941151398512,Oral-B Pro-Expert Clinic Line Diş İpi 25 m,Oral-B,Hijyen & Bakım,Hijyen & Bakım
10003481,33.1,60.2,46.650000000000006,15.64619229503886,75.4,1.0,1.0,12,Duş & Banyo,0,Sürekli İndirimli Ana Katalog Ürünleri,2,35.40798851279396,Benri Lavanta Kağıt Sabun 20'li,Benri,Duş & Banyo,Duş & Banyo
10003483,33.1,60.2,46.650000000000006,19.16259377015544,75.4,1.0,1.0,12,Duş & Banyo,0,Sürekli İndirimli Ana Katalog Ürünleri,2,35.24240852750185,Benri Okyanus Kağıt Sabun 20'li,Benri,Duş & Banyo,Duş & Banyo
10003604,20.866666666666667,,60.0,15.011106998930272,60.0,1.0,1.0,12,Parfüm & Deodorant,0,Sürekli İndirimli Ana Katalog Ürünleri,11,28.145748475974116,Rexona Kadın Deodorant Stick Invisible 50 ml,Rexona,Parfüm & Deodorant,Parfüm & Deodorant
10003605,52.8,,56.45,0.0,60.1,1.0,1.0,10,Erkek Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,4,50.91494088711709,Rexona Üstün Koruma Erkek Roll On Deodorant Invisible 72 Saat Kesintisiz Koruma 50 ml,Rexona,Erkek Bakım,Erkek Bakım
10003607,35.199999999999996,,56.45,30.48409421321224,60.1,0.9285714285714286,1.0,14,Parfüm & Deodorant,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,11,24.720801904211772,Rexona Üstün Koruma Kadın Roll On Deodorant Invisible 72 Saat Kesintisiz Koruma 50 ml,Rexona,Parfüm & Deodorant,Parfüm & Deodorant
10004044,44.36666666666667,,,8.256108849411648,60.0,1.0,1.0,12,Parfüm & Deodorant,0,Sürekli İndirimli Ana Katalog Ürünleri,11,31.71094382851566,Emotion Kadın Deodorant Love 150 ml,Emotion,Parfüm & Deodorant,Parfüm & Deodorant
10004163,50.1,50.1,60.0,0.0,70.1,1.0,1.0,12,Cilt Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,1,52.48924967384638,Sebamed Clear Face Kompakt Yüz Temizleme Sabunu 100 gr,Sebamed,Cilt Bakım,Cilt Bakım
10004570,39.9,39.9,,0.0,60.0,1.0,1.0,9,Erkek Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,4,29.514408710725775,Nivea Men Erkek Sport Duş Jeli 500 ml,Nivea,Erkek Bakım,Erkek Bakım
10004591,40.0,40.0,,0.0,60.0,1.0,1.0,10,Cilt Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,1,29.521726352942714,Hobby Classic Nemlendirici El ve Vücut Losyonu 300 ml,Hobby,Cilt Bakım,Cilt Bakım
10004671,0.0,0.0,30.15,0.0,70.4,0.21428571428571427,1.0,14,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,0.6948481424825174,Pastel Oje 08,Pastel,Makyaj,Makyaj
10004672,0.0,0.0,,0.0,70.4,0.23076923076923078,1.0,13,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,3.858260410423189,Pastel Oje 09,Pastel,Makyaj,Makyaj
10004673,0.0,,,0.0,70.4,0.2,1.0,10,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,3.833787744930787,Pastel Oje 11,Pastel,Makyaj,Makyaj
10004675,0.0,,60.3,0.0,60.3,0.2,1.0,10,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,15.540571774894069,Pastel Oje 13,Pastel,Makyaj,Makyaj
10004807,57.333333333333336,50.2,,3.5669781795426383,70.1,1.0,1.0,11,Saç Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,12,36.53608409018915,Pantene Doğal Sentez Güç ve Parlaklık Saç Kremi 275 ml,Pantene,Saç Bakım,Saç Bakım
10004816,30.0,30.0,45.0,0.0,60.0,1.0,1.0,13,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,30.626826500928168,Femfresh Genital Bölge İntim Rahatlatıcı Yıkama Jeli 250 ml,Femfresh,Hijyen & Bakım,Hijyen & Bakım
10004932,39.9,,,0.0,70.1,1.0,1.0,8,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,30.451943862844722,Kotex Ultra Uzun Hijyenik Ped Uzun 18’li Süper Ekonomik,Kotex,Hijyen & Bakım,Hijyen & Bakım
10004934,40.1,40.1,60.2,0.0,70.1,1.0,1.0,11,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,52.01464000352182,Kotex Günlük Ped Çanta Paketleri Deo Uzun 16’lı,Kotex,Hijyen & Bakım,Hijyen & Bakım
10005045,0.0,0.0,60.2,0.0,60.2,0.1,1.0,10,Süpermarket,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,13,14.310817154514448,Vivident Storming Sakız Karpuz Aromalı 33 gr,Vivident,Süpermarket,Süpermarket
10005047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,Süpermarket,1,Stabil ve Düşük Kampanyalı Ürünler,13,0.0861775835275835,Vivident Storming Sakız Nane Aromalı 33 gr,Vivident,Süpermarket,Süpermarket
10005051,35.4,60.1,,17.465537495307725,60.6,1.0,1.0,9,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,32.88149211664728,Benri Hidrofil Pamuk 100 gr,Benri,Kişisel Bakım,Kişisel Bakım
10005052,,60.7,,0.0,75.0,1.0,1.0,8,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,3.8846054048076093,Benri Disk Makyaj Temizleme Pamuğu 80 Adet,Benri,Kişisel Bakım,Kişisel Bakım
10005055,27.3,,60.0,0.0,60.0,1.0,1.0,8,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,30.276868918885402,Benri Kulak Temizleme Çubuğu 200 Adet,Benri,Kişisel Bakım,Kişisel Bakım
10005101,0.0,0.0,30.0,0.0,60.0,0.16666666666666666,1.0,12,Kişisel Bakım,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,8,14.07393110722652,Perge İpli Ponza Taşı,Perge,Kişisel Bakım,Kişisel Bakım
10005102,48.199999999999996,40.4,47.150000000000006,4.657252408878008,70.1,1.0,1.0,9,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,48.478523640971815,Tampax Compak Super Aplikatörlü Tamponlar 20 Adet,Tampax,Hijyen & Bakım,Hijyen & Bakım
10005103,48.199999999999996,40.4,47.150000000000006,4.657252408878008,70.1,1.0,1.0,11,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,48.46774868956395,Tampax Compak Regular Aplikatörlü Tamponlar 22 Adet,Tampax,Hijyen & Bakım,Hijyen & Bakım
10005104,44.7,,52.400000000000006,0.0,70.1,1.0,1.0,10,Cilt Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,1,46.31722251122826,Bebak Acı Badem Sütlü Makyaj Temizleme Mendili 20'li,Bebak,Cilt Bakım,Cilt Bakım
10005151,30.0,30.0,60.0,0.0,60.0,1.0,1.0,12,Hijyen & Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,7,30.609799302882553,Femfresh Genital Bölge Yıkama Islak Mendili 25'li,Femfresh,Hijyen & Bakım,Hijyen & Bakım
10005752,23.399999999999995,,,4.351167857633658e-15,60.1,1.0,1.0,12,Parfüm & Deodorant,0,Sürekli İndirimli Ana Katalog Ürünleri,11,28.35932445513661,Rexona Kadın Sprey Deodorant Shower Fresh 72 Saat Kesintisiz Koruma 150 ml,Rexona,Parfüm & Deodorant,Parfüm & Deodorant
10006057,40.0,40.0,,0.0,60.0,1.0,1.0,9,Cilt Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,1,29.51853587675224,Neutrogena Besleyici Bakım El & Vücut Kremi 300 ml,Neutrogena,Cilt Bakım,Cilt Bakım
10006097,35.199999999999996,52.8,56.45,26.400000000000002,60.1,0.9285714285714286,1.0,14,Parfüm & Deodorant,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,11,24.05581532345833,Rexona Üstün Koruma Kadın Roll On Deodorant Shower Fresh 72 Saat Kesintisiz Koruma 50 ml,Rexona,Parfüm & Deodorant,Parfüm & Deodorant
10006113,52.9,,,0.0,60.0,1.0,1.0,10,Erkek Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,4,33.80074558416089,Slazenger ActiveSport Green EDT Erkek Parfüm 125 ml + Deodorant Sprey 150 ml,Slazenger,Erkek Bakım,Erkek Bakım
10006203,0.0,0.0,60.3,0.0,60.3,0.18181818181818182,1.0,11,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,15.749338928421945,Pastel Oje 38,Pastel,Makyaj,Makyaj
10006667,,,50.25,0.0,60.0,1.0,1.0,11,Saç Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,12,12.669001238397762,Syoss Max Hold Saç Köpüğü 5 - 250 ml,Syoss,Saç Bakım,Saç Bakım
10006672,40.5,40.5,,0.0,40.5,1.0,1.0,11,Saç Bakım,1,Stabil ve Düşük Kampanyalı Ürünler,12,29.95513654056409,Syoss Max Hold Saç Spreyi 400 ml,Syoss,Saç Bakım,Saç Bakım
10006767,44.366666666666674,,50.7,5.484827557301444,60.2,1.0,1.0,13,Cilt Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,1,46.32554514473613,Sesu Ağda Bandı Yüz Hassas Ciltler 20'li,Sesu,Cilt Bakım,Cilt Bakım
10006870,40.0,40.0,60.1,0.0,60.1,1.0,1.0,11,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,53.19736134240392,Lionesse Tırnak Yapıştırıcısı 10 gr,Lionesse,Kişisel Bakım,Kişisel Bakım
10006949,4.033333333333333,0.0,,6.05,60.0,0.2222222222222222,1.0,9,Hijyen & Bakım,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,7,0.7043521334683834,Sensodyne Gentle Diş Fırçası (Yumuşak),Sensodyne,Hijyen & Bakım,Hijyen & Bakım
10006955,33.333333333333336,,0.0,28.867513459481287,70.0,0.4166666666666667,1.0,12,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,27.77193750294358,Flormar Nail Enamel Yoğun Pigmentli Oje 427 Sandstone,Flormar,Makyaj,Makyaj
10006960,33.333333333333336,0.0,30.0,28.867513459481287,70.0,0.3076923076923077,1.0,13,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,24.110842178537645,Flormar Nail Enamel Yoğun Pigmentli Oje 246 Cream Silk,Flormar,Makyaj,Makyaj
10006974,36.666666666666664,,,32.145502536643185,70.0,0.5,1.0,8,Makyaj,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,9,28.178390812246548,Flormar Nail Enamel Yoğun Pigmentli Oje 397 Rose Coral,Flormar,Makyaj,Makyaj
10007001,25.0,25.0,42.5,0.0,60.0,1.0,1.0,12,Anne & Bebek,0,Sürekli İndirimli Ana Katalog Ürünleri,0,30.33931963637196,Johnson's Vazelin Parfümlü 100 ml,Johnson's,Anne & Bebek,Anne & Bebek
10007093,37.7,,,0.0,60.0,1.0,1.0,7,Duş & Banyo,0,Sürekli İndirimli Ana Katalog Ürünleri,2,28.997641082719205,Palmolive Aroma Sensations Cilt Yenileyici Banyo ve Duş Jeli Feel The Massage 750 ml,Palmolive,Duş & Banyo,Duş & Banyo
10007176,43.43333333333334,,50.05,5.773502691896258,70.0,1.0,1.0,14,Makyaj,0,Sürekli İndirimli Ana Katalog Ürünleri,9,45.95542051504126,Maybelline New York Hyper Precise All Day Eyeliner 700 Siyah,Maybelline,Makyaj,Makyaj
10007498,0.0,0.0,30.25,0.0,60.5,0.14285714285714285,1.0,14,Süpermarket,2,Oynak Fiyatlı ve Dönemsel Fırsat Ürünleri,13,14.081492859363273,First Sensations Ahududu & Karadut Aromalı Sakız 27 gr,First,Süpermarket,Süpermarket
10007633,23.3,23.3,60.0,0.0,60.0,1.0,1.0,12,Erkek Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,4,30.0111672925521,Dove Men Care Sprey Deodorant 1/4 Nemlendirici Krem Clean Comfort 150 ml,Dove,Erkek Bakım,Erkek Bakım
10008303,27.1,,43.55,0.0,60.0,1.0,1.0,11,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,30.143118942770894,Benri Aseton Çilek 130 ml,Benri,Kişisel Bakım,Kişisel Bakım
10008305,27.100000000000005,,,4.351167857633658e-15,60.0,1.0,1.0,9,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,28.75819406124469,Benri Aseton Koyu Renk Ojeler İçin 130 ml,Benri,Kişisel Bakım,Kişisel Bakım
10008306,27.100000000000005,60.0,,16.45,60.0,1.0,1.0,10,Kişisel Bakım,0,Sürekli İndirimli Ana Katalog Ürünleri,8,28.92154828010134,Benri Hassas Tırnaklar İçin Aseton 130 ml,Benri,Kişisel Bakım,Kişisel Bakım
10008312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,Süpermarket,1,Stabil ve Düşük Kampanyalı Ürünler,13,0.1111775835275835,Snickers Bar Çikolata 50 gr,Snickers,Süpermarket,Süpermarket
10008496,45.0,40.0,50.0,5.773502691896258,60.0,1.0,1.0,13,Makyaj,0,Sürekli İndirimli Ana Katalog Ürünleri,9,48.139982897416346,Golden Rose Mega Volume & Length City Style Maskara,Golden Rose,Makyaj,Makyaj
10008497,43.333333333333336,40.0,50.0,5.0,70.0,1.0,1.0,13,Makyaj,0,Sürekli İndirimli Ana Katalog Ürünleri,9,46.34277833625056,Golden Rose Instant Full Volume Cat Walk Maskara,Golden Rose,Makyaj,Makyaj
10008498,45.0,40.0,50.0,5.773502691896258,60.0,1.0,1.0,13,Makyaj,0,Sürekli İndirimli Ana Katalog Ürünleri,9,48.139982897416346,Golden Rose Defined Lashes Maxim Eyes Maskara,Golden Rose,Makyaj,Makyaj
10008662,50.06666666666666,50.0,50.0,0.10000000000000142,70.0,1.0,1.0,12,Makyaj,0,Sürekli İndirimli Ana Katalog Ürünleri,9,50.156779582113685,Flormar Smoky Eyes Carbon Black Waterproof Eyeliner,Flormar,Makyaj,Makyaj
